super_replicate,replicate,strain_no,strain,ethanol,broodsize,date,person_counting,comment,broodsize_nor
1,2,10,MY2147,200,418,29-10-2024,Lisa,,0.9005385996409335
1,2,10,MY2147,200,386,29-10-2024,Lisa,,0.8315978456014362
1,2,10,MY2147,200,448,29-10-2024,Lisa,,0.9651705565529622
1,2,10,MY2147,300,295,29-10-2024,Lisa,,0.6355475763016157
1,2,10,MY2147,300,235,29-10-2024,Lisa,,0.5062836624775583
1,2,10,MY2147,300,334,29-10-2024,Lisa,,0.7195691202872531
1,2,10,MY2147,400,200,29-10-2024,Lisa,,0.43087971274685816
1,2,10,MY2147,400,170,29-10-2024,Lisa,,0.36624775583482944
1,2,10,MY2147,400,166,29-10-2024,Lisa,,0.35763016157989225
1,2,11,MY2693,0,712,29-10-2024,Rick,,1.5940998287896748
1,2,11,MY2693,0,840,29-10-2024,Rick,,1.8806795732911894
1,2,11,MY2693,0,822,29-10-2024,Rick,,1.8403792967206638
1,2,11,MY2693,100,906,29-10-2024,Rick,Mold infection,2.028447254049783
1,2,11,MY2693,100,613,29-10-2024,Rick,,1.3724483076517846
1,2,11,MY2693,100,501,29-10-2024,Rick,,1.1216910312129593
1,2,11,MY2693,200,378,29-10-2024,Rick,,0.8463058079810352
1,2,11,MY2693,200,228,29-10-2024,Rick,,0.5104701698933228
1,2,11,MY2693,200,332,29-10-2024,Rick,,0.7433162123008034
1,2,11,MY2693,300,276,29-10-2024,Rick,,0.6179375740813908
1,2,11,MY2693,300,138,29-10-2024,Rick,,0.3089687870406954
1,2,11,MY2693,300,312,29-10-2024,Rick,,0.6985381272224418
1,2,11,MY2693,400,111,29-10-2024,Rick,,0.24851837218490716
1,2,11,MY2693,400,64,29-10-2024,Rick,,0.1432898722507573
1,2,11,MY2693,400,180,29-10-2024,Rick,,0.40300276570525484
1,2,12,N2,0,637,29-10-2024,Rick,,1.5726237827458511
1,2,12,N2,0,560,29-10-2024,Rick,,1.382526402413935
1,2,12,N2,0,399,29-10-2024,Rick,,0.9850500617199287
1,2,12,N2,100,420,29-10-2024,Rick,,1.0368948018104513
1,2,12,N2,100,413,29-10-2024,Rick,,1.0196132217802771
1,2,12,N2,100,445,29-10-2024,Rick,,1.0986147304896448
1,2,12,N2,200,393,29-10-2024,Rick,,0.9702372788369222
1,2,12,N2,200,344,29-10-2024,Rick,,0.849266218625703
1,2,12,N2,200,278,29-10-2024,Rick,,0.686325606912632
1,2,12,N2,300,285,29-10-2024,Rick,,0.7036071869428062
1,2,12,N2,300,132,29-10-2024,Rick,,0.32588122342614184
1,2,12,N2,300,256,29-10-2024,Rick,,0.6320120696749417
1,2,12,N2,400,117,29-10-2024,Rick,,0.2888492662186257
1,2,12,N2,400,97,29-10-2024,Rick,,0.23947332327527088
1,2,12,N2,400,105,29-10-2024,Rick,,0.25922370045261284
1,2,13,NIC2,0,721,30-10-2024,Rick,,1.4697413683271754
1,2,13,NIC2,0,752,30-10-2024,Rick,,1.532934131736527
1,2,13,NIC2,0,676,30-10-2024,Rick,,1.3780099375716652
1,2,13,NIC2,100,497,30-10-2024,Rick,,1.0131226907886355
1,2,13,NIC2,100,768,30-10-2024,Rick,,1.5655497515607084
1,2,13,NIC2,100,533,30-10-2024,Rick,,1.0865078353930437
1,2,13,NIC2,200,384,30-10-2024,Rick,,0.7827748757803542
1,2,13,NIC2,200,180,30-10-2024,Rick,,0.366925723022041
1,2,13,NIC2,200,404,30-10-2024,Rick,,0.823544400560581
1,2,13,NIC2,300,332,30-10-2024,Rick,,0.6767741113517646
1,2,13,NIC2,300,255,30-10-2024,Rick,,0.5198114409478914
1,2,13,NIC2,300,227,30-10-2024,Rick,,0.462734106255574
1,2,13,NIC2,400,206,30-10-2024,Rick,,0.41992610523633583
1,2,13,NIC2,400,202,30-10-2024,Rick,,0.4117722002802905
1,2,13,NIC2,400,102,30-10-2024,Rick,,0.20792457637915657
1,2,14,NIC526,0,223,30-10-2024,Rick,,0.6355288157061431
1,2,14,NIC526,0,545,30-10-2024,Rick,,1.5531982267257758
1,2,14,NIC526,0,536,30-10-2024,Rick,,1.5275490816972765
1,2,14,NIC526,100,470,30-10-2024,Rick,,1.3394553514882837
1,2,14,NIC526,100,402,30-10-2024,Rick,,1.1456618112729575
1,2,14,NIC526,100,398,30-10-2024,Rick,,1.1342621912602913
1,2,14,NIC526,200,226,30-10-2024,Rick,,0.6440785307156428
1,2,14,NIC526,200,234,30-10-2024,Rick,,0.6668777707409752
1,2,14,NIC526,200,258,30-10-2024,Rick,,0.7352754908169727
1,2,14,NIC526,300,164,30-10-2024,Rick,,0.467384420519316
1,2,14,NIC526,300,375,30-10-2024,Rick,,1.0687143761874602
1,2,14,NIC526,300,196,30-10-2024,Rick,,0.5585813806206459
1,2,14,NIC526,400,120,30-10-2024,Rick,,0.3419886003799873
1,2,14,NIC526,400,122,30-10-2024,Rick,,0.3476884103863204
1,2,14,NIC526,400,177,30-10-2024,Rick,,0.5044331855604813
1,2,15,QX1794,0,431,30-10-2024,Rick,,1.036888532477947
1,2,15,QX1794,0,660,30-10-2024,Rick,,1.5878107457898958
1,2,15,QX1794,0,701,30-10-2024,Rick,,1.6864474739374498
1,2,15,QX1794,100,222,30-10-2024,Rick,,0.5340817963111467
1,2,15,QX1794,100,366,30-10-2024,Rick,,0.8805132317562149
1,2,15,QX1794,100,467,30-10-2024,Rick,,1.123496391339214
1,2,15,QX1794,200,213,30-10-2024,Rick,,0.51242983159583
1,2,15,QX1794,200,197,30-10-2024,Rick,,0.47393744987971126
1,2,15,QX1794,200,5,30-10-2024,Rick,,0.012028869286287089
1,2,15,QX1794,300,374,30-10-2024,Rick,,0.8997594226142742
1,2,15,QX1794,300,83,30-10-2024,Rick,,0.19967923015236566
1,2,15,QX1794,300,283,30-10-2024,Rick,,0.6808340016038492
1,2,15,QX1794,400,94,30-10-2024,Rick,,0.22614274258219727
1,2,15,QX1794,400,108,30-10-2024,Rick,,0.2598235765838011
1,2,15,QX1794,400,176,30-10-2024,Rick,,0.4234161988773055
1,2,16,XZ1516,0,636,30-10-2024,Rick,,1.9979057591623037
1,2,16,XZ1516,0,233,30-10-2024,Rick,,0.7319371727748691
1,2,16,XZ1516,0,542,30-10-2024,Rick,,1.7026178010471205
1,2,16,XZ1516,100,413,30-10-2024,Lisa,,1.2973821989528798
1,2,16,XZ1516,100,326,30-10-2024,Lisa,,1.024083769633508
1,2,16,XZ1516,100,287,30-10-2024,Lisa,,0.9015706806282723
1,2,16,XZ1516,200,124,30-10-2024,Lisa,,0.38952879581151834
1,2,16,XZ1516,200,2,30-10-2024,Lisa,,0.0062827225130890054
1,2,16,XZ1516,200,89,30-10-2024,Lisa,,0.27958115183246074
1,2,16,XZ1516,300,157,30-10-2024,Rick,,0.49319371727748695
1,2,16,XZ1516,300,229,30-10-2024,Rick,,0.7193717277486912
1,2,16,XZ1516,300,151,30-10-2024,Rick,,0.4743455497382199
1,2,16,XZ1516,400,0,30-10-2024,Rick,,0
1,2,16,XZ1516,400,0,30-10-2024,Rick,,0
1,2,16,XZ1516,400,100,30-10-2024,Rick,,0.31413612565445026
1,3,1,CB4856,0,489,12-11-2024,Rick,,1.1548339483394834
1,3,1,CB4856,0,472,12-11-2024,Rick,,1.1146863468634687
1,3,1,CB4856,0,461,12-11-2024,Rick,,1.088708487084871
1,3,1,CB4856,100,485,12-11-2024,Rick,,1.1453874538745388
1,3,1,CB4856,100,413,12-11-2024,Rick,,0.975350553505535
1,3,1,CB4856,100,258,12-11-2024,Rick,,0.6092988929889299
1,3,1,CB4856,200,399,12-11-2024,Rick,,0.9422878228782288
1,3,1,CB4856,200,312,12-11-2024,Rick,,0.7368265682656826
1,3,1,CB4856,200,470,12-11-2024,Rick,,1.1099630996309964
1,3,1,CB4856,300,317,12-11-2024,Rick,,0.7486346863468635
1,3,1,CB4856,300,258,12-11-2024,Rick,,0.6092988929889299
1,3,1,CB4856,300,242,12-11-2024,Rick,,0.5715129151291513
1,3,1,CB4856,400,311,12-11-2024,Rick,,0.7344649446494464
1,3,1,CB4856,400,211,12-11-2024,Rick,,0.49830258302583025
1,3,1,CB4856,400,285,12-11-2024,Rick,,0.6730627306273063
1,3,2,DL238,0,489,12-11-2024,Rick,,1.380705882352941
1,3,2,DL238,0,439,12-11-2024,Rick,,1.2395294117647058
1,3,2,DL238,0,371,12-11-2024,Rick,,1.0475294117647058
1,3,2,DL238,100,349,12-11-2024,Rick,,0.9854117647058823
1,3,2,DL238,100,416,12-11-2024,Rick,,1.1745882352941175
1,3,2,DL238,100,413,12-11-2024,Rick,,1.1661176470588235
1,3,2,DL238,200,412,12-11-2024,Rick,,1.1632941176470588
1,3,2,DL238,200,233,12-11-2024,Rick,,0.6578823529411765
1,3,2,DL238,200,227,12-11-2024,Rick,,0.6409411764705882
1,3,2,DL238,300,78,12-11-2024,Rick,,0.22023529411764706
1,3,2,DL238,300,334,12-11-2024,Rick,,0.9430588235294117
1,3,2,DL238,300,174,12-11-2024,Rick,,0.49129411764705877
1,3,2,DL238,400,275,12-11-2024,Rick,,0.776470588235294
1,3,2,DL238,400,183,12-11-2024,Rick,,0.5167058823529411
1,3,2,DL238,400,205,12-11-2024,Rick,,0.5788235294117646
1,3,3,ECA36,0,136,12-11-2024,Rick,,0.818455366098295
1,3,3,ECA36,0,140,12-11-2024,Rick,,0.8425275827482448
1,3,3,ECA36,0,364,12-11-2024,Rick,,2.1905717151454365
1,3,3,ECA36,100,51,12-11-2024,Rick,,0.3069207622868606
1,3,3,ECA36,100,74,12-11-2024,Rick,,0.44533600802407225
1,3,3,ECA36,100,49,12-11-2024,Rick,,0.2948846539618857
1,3,3,ECA36,200,2,12-11-2024,Rick,,0.012036108324974926
1,3,3,ECA36,200,2,12-11-2024,Rick,,0.012036108324974926
1,3,3,ECA36,200,2,12-11-2024,Rick,,0.012036108324974926
1,3,3,ECA36,300,82,12-11-2024,Rick,,0.49348044132397195
1,3,3,ECA36,300,2,12-11-2024,Rick,,0.012036108324974926
1,3,3,ECA36,300,2,12-11-2024,Rick,,0.012036108324974926
1,3,3,ECA36,400,9,12-11-2024,Rick,,0.054162487462387165
1,3,3,ECA36,400,89,12-11-2024,Rick,,0.5356068204613842
1,3,3,ECA36,400,2,12-11-2024,Rick,,0.012036108324974926
1,3,4,ECA396,0,335,12-11-2024,Rick,,1.1474785918173167
1,3,4,ECA396,0,285,12-11-2024,Rick,,0.9762131303520456
1,3,4,ECA396,0,397,12-11-2024,Rick,,1.359847764034253
1,3,4,ECA396,100,344,12-11-2024,Rick,,1.1783063748810656
1,3,4,ECA396,100,477,12-11-2024,Rick,,1.6338725023786869
1,3,4,ECA396,100,408,12-11-2024,Rick,,1.3975261655566127
1,3,4,ECA396,200,343,12-11-2024,Rick,,1.17488106565176
1,3,4,ECA396,200,337,12-11-2024,Rick,,1.1543292102759277
1,3,4,ECA396,200,292,12-11-2024,Rick,,1.0001902949571837
1,3,4,ECA396,300,275,12-11-2024,Rick,,0.9419600380589914
1,3,4,ECA396,300,223,12-11-2024,Rick,,0.7638439581351094
1,3,4,ECA396,300,258,12-11-2024,Rick,,0.8837297811607993
1,3,4,ECA396,400,169,12-11-2024,Rick,,0.5788772597526165
1,3,4,ECA396,400,222,12-11-2024,Rick,,0.760418648905804
1,3,4,ECA396,400,226,12-11-2024,Rick,,0.7741198858230257
1,3,5,EG4725,0,628,12-11-2024,Rick,,1.3436348508261025
1,3,5,EG4725,0,662,12-11-2024,Rick,,1.4163794128135028
1,3,5,EG4725,0,548,12-11-2024,Rick,,1.1724711755616308
1,3,5,EG4725,100,186,12-11-2024,Rick,,0.39795554498989655
1,3,5,EG4725,100,370,12-11-2024,Rick,,0.7916319980981813
1,3,5,EG4725,100,386,12-11-2024,Rick,,0.8258647331510757
1,3,5,EG4725,200,341,12-11-2024,Rick,,0.7295851658148104
1,3,5,EG4725,200,387,12-11-2024,Rick,,0.8280042790918816
1,3,5,EG4725,200,340,12-11-2024,Rick,,0.7274456198740045
1,3,5,EG4725,300,275,12-11-2024,Rick,,0.5883751337216213
1,3,5,EG4725,300,241,12-11-2024,Rick,,0.5156305717342208
1,3,5,EG4725,300,265,12-11-2024,Rick,,0.5669796743135623
1,3,5,EG4725,400,108,12-11-2024,Rick,,0.23107096160703672
1,3,5,EG4725,400,225,12-11-2024,Rick,,0.4813978366813265
1,3,5,EG4725,400,207,12-11-2024,Rick,,0.44288600974682035
1,3,6,JU1400,0,409,12-11-2024,Rick,,1.574145347520942
1,3,6,JU1400,0,380,12-11-2024,Rick,,1.4625311297260584
1,3,6,JU1400,0,416,12-11-2024,Rick,,1.6010867104369482
1,3,6,JU1400,100,352,12-11-2024,Rick,,1.3547656780620332
1,3,6,JU1400,100,263,12-11-2024,Rick,,1.0122254924156668
1,3,6,JU1400,100,330,12-11-2024,Rick,,1.270092823183156
1,3,6,JU1400,200,360,12-11-2024,Rick,,1.3855558071088976
1,3,6,JU1400,200,317,12-11-2024,Rick,,1.2200588634820013
1,3,6,JU1400,200,329,12-11-2024,Rick,,1.266244057052298
1,3,6,JU1400,300,278,12-11-2024,Rick,,1.0699569843785375
1,3,6,JU1400,300,268,12-11-2024,Rick,,1.031469323069957
1,3,6,JU1400,300,180,12-11-2024,Rick,,0.6927779035544488
1,3,6,JU1400,400,21,12-11-2024,Rick,,0.08082408874801902
1,3,6,JU1400,400,63,12-11-2024,Rick,,0.24247226624405707
1,3,6,JU1400,400,41,12-11-2024,Rick,,0.15779941136518
1,3,7,JU2526,0,482,12-11-2024,Rick,,1.3671604160100852
1,3,7,JU2526,0,491,12-11-2024,Rick,,1.3926883075953358
1,3,7,JU2526,0,409,12-11-2024,Rick,,1.1601008509297195
1,3,7,JU2526,100,219,12-11-2024,Rick,,0.6211786952410968
1,3,7,JU2526,100,249,12-11-2024,Rick,,0.7062716671919319
1,3,7,JU2526,100,357,12-11-2024,Rick,,1.0126063662149385
1,3,7,JU2526,200,372,12-11-2024,Rick,,1.0551528521903561
1,3,7,JU2526,200,264,12-11-2024,Rick,,0.7488181531673496
1,3,7,JU2526,200,349,12-11-2024,Rick,,0.9899149070280492
1,3,7,JU2526,300,256,12-11-2024,Rick,,0.7261266939804601
1,3,7,JU2526,300,114,12-11-2024,Rick,,0.32335329341317365
1,3,7,JU2526,300,152,12-11-2024,Rick,,0.4311377245508982
1,3,7,JU2526,400,63,12-11-2024,Rick,,0.17869524109675386
1,3,7,JU2526,400,144,12-11-2024,Rick,,0.40844626536400885
1,3,7,JU2526,400,32,12-11-2024,Rick,,0.09076583674755752
1,3,8,JU2600,0,744,12-11-2024,Rick,,1.6080691642651297
1,3,8,JU2600,0,781,12-11-2024,Rick,,1.6880403458213256
1,3,8,JU2600,0,563,12-11-2024,Rick,,1.2168587896253602
1,3,8,JU2600,100,735,12-11-2024,Rick,,1.5886167146974062
1,3,8,JU2600,100,485,12-11-2024,Rick,,1.048270893371758
1,3,8,JU2600,100,705,12-11-2024,Rick,,1.5237752161383284
1,3,8,JU2600,200,441,12-11-2024,Rick,,0.9531700288184438
1,3,8,JU2600,200,433,12-11-2024,Rick,,0.935878962536023
1,3,8,JU2600,200,405,12-11-2024,Rick,,0.8753602305475504
1,3,8,JU2600,300,381,12-11-2024,Rick,,0.8234870317002881
1,3,8,JU2600,300,164,12-11-2024,Rick,,0.35446685878962536
1,3,8,JU2600,300,325,12-11-2024,Rick,,0.7024495677233429
1,3,8,JU2600,400,291,12-11-2024,Rick,,0.6289625360230547
1,3,8,JU2600,400,262,12-11-2024,Rick,,0.5662824207492795
1,3,8,JU2600,400,246,12-11-2024,Rick,,0.531700288184438
1,3,9,JU310,0,554,13-11-2024,Rick,,1.2502323111642109
1,3,9,JU310,0,468,13-11-2024,Rick,,1.056152927120669
1,3,9,JU310,0,685,13-11-2024,Rick,,1.5458648612770476
1,3,9,JU310,100,608,13-11-2024,Rick,,1.372096110447365
1,3,9,JU310,100,390,13-11-2024,Rick,,0.8801274392672243
1,3,9,JU310,100,459,13-11-2024,Rick,,1.03584229390681
1,3,9,JU310,200,256,13-11-2024,Rick,,0.577724678083101
1,3,9,JU310,200,399,13-11-2024,Rick,,0.9004380724810832
1,3,9,JU310,200,282,13-11-2024,Rick,,0.6363998407009159
1,3,9,JU310,300,307,13-11-2024,Rick,,0.6928182662949688
1,3,9,JU310,300,335,13-11-2024,Rick,,0.7560069029603079
1,3,9,JU310,300,325,13-11-2024,Rick,,0.7334395327226868
1,3,9,JU310,400,255,13-11-2024,Rick,,0.57546794105933885
1,3,9,JU310,400,281,13-11-2024,Rick,,0.6341431036771539
1,3,9,JU310,400,193,13-11-2024,Rick,,0.43555024558608785
1,3,10,MY2147,0,705,13-11-2024,Joost,,1.518850987432675
1,3,10,MY2147,0,966,13-11-2024,Joost,,2.081149012567325
1,3,10,MY2147,0,577,13-11-2024,Joost,,1.2430879712746858
1,3,10,MY2147,100,703,13-11-2024,Joost,,1.5145421903052063
1,3,10,MY2147,100,1024,13-11-2024,Joost,,2.2061041292639136
1,3,10,MY2147,100,701,13-11-2024,Joost,,1.5102333931777379
1,3,10,MY2147,200,357,13-11-2024,Joost,,0.7691202872531419
1,3,10,MY2147,200,255,13-11-2024,Joost,,0.5493716337522442
1,3,10,MY2147,200,447,13-11-2024,Joost,,0.963016157989228
1,3,10,MY2147,300,273,13-11-2024,Joost,,0.5881508078994614
1,3,10,MY2147,300,260,13-11-2024,Joost,,0.5601436265709155
1,3,10,MY2147,300,275,13-11-2024,Joost,,0.59245960502693
1,3,10,MY2147,400,304,13-11-2024,Joost,,0.6549371633752243
1,3,10,MY2147,400,272,13-11-2024,Joost,,0.585996409335727
1,3,10,MY2147,400,250,13-11-2024,Joost,,0.5385996409335727
1,3,11,MY2693,0,495,13-11-2024,Rick,,1.1082576056894509
1,3,11,MY2693,0,527,13-11-2024,Rick,,1.1799025418148295
1,3,11,MY2693,0,422,13-11-2024,Rick,,0.9448175951534309
1,3,11,MY2693,100,437,13-11-2024,Rick,,0.978401158962202
1,3,11,MY2693,100,233,13-11-2024,Rick,,0.5216646911629133
1,3,11,MY2693,100,463,13-11-2024,Rick,,1.0366126695640723
1,3,11,MY2693,200,394,13-11-2024,Rick,,0.8821282760437246
1,3,11,MY2693,200,318,13-11-2024,Rick,,0.7119715527459503
1,3,11,MY2693,200,349,13-11-2024,Rick,,0.7813775846174108
1,3,11,MY2693,300,149,13-11-2024,Rick,,0.3335967338337943
1,3,11,MY2693,300,295,13-11-2024,Rick,,0.6604767549058344
1,3,11,MY2693,300,235,13-11-2024,Rick,,0.5261424996707494
1,3,11,MY2693,400,143,13-11-2024,Rick,,0.3201633083102858
1,3,11,MY2693,400,88,13-11-2024,Rick,,0.19702357434479126
1,3,11,MY2693,400,19,13-11-2024,Rick,,0.04253918082444357
1,3,12,N2,0,458,13-11-2024,Rick,,1.1307090934028254
1,3,12,N2,0,570,13-11-2024,Rick,,1.4072143738856124
1,3,12,N2,0,517,13-11-2024,Rick,,1.2763681250857222
1,3,12,N2,100,557,13-11-2024,Rick,,1.3751200109724317
1,3,12,N2,100,523,13-11-2024,Rick,,1.2911809079687286
1,3,12,N2,100,420,13-11-2024,Rick,,1.0368948018104513
1,3,12,N2,200,446,13-11-2024,Rick,,1.1010835276368125
1,3,12,N2,200,259,13-11-2024,Rick,,0.639418461116445
1,3,12,N2,200,276,13-11-2024,Rick,,0.6813880126182965
1,3,12,N2,300,237,13-11-2024,Rick,,0.5851049238787547
1,3,12,N2,300,236,13-11-2024,Rick,,0.5826361267315869
1,3,12,N2,300,252,13-11-2024,Rick,,0.6221368810862707
1,3,12,N2,400,74,13-11-2024,Rick,,0.18269098889041285
1,3,12,N2,400,109,13-11-2024,Rick,,0.26909888904128376
1,3,12,N2,400,91,13-11-2024,Rick,,0.22466054039226444
1,3,13,NIC2,0,521,13-11-2024,Rick,,1.0620461205249077
1,3,13,NIC2,0,533,13-11-2024,Rick,,1.0865078353930437
1,3,13,NIC2,0,538,13-11-2024,Rick,,1.0967002165881004
1,3,13,NIC2,100,535,13-11-2024,Rick,,1.0905847878710664
1,3,13,NIC2,100,499,13-11-2024,Rick,,1.0171996432666581
1,3,13,NIC2,100,490,13-11-2024,Rick,,0.9988533571155561
1,3,13,NIC2,200,393,13-11-2024,Rick,,0.8011211619314562
1,3,13,NIC2,200,222,13-11-2024,Rick,,0.45254172506051726
1,3,13,NIC2,200,410,13-11-2024,Rick,,0.835775257994649
1,3,13,NIC2,300,302,13-11-2024,Rick,,0.6156198241814244
1,3,13,NIC2,300,347,13-11-2024,Rick,,0.7073512549369346
1,3,13,NIC2,300,361,13-11-2024,Rick,,0.7358899222830934
1,3,13,NIC2,400,192,13-11-2024,Rick,,0.3913874378901771
1,3,13,NIC2,400,174,13-11-2024,Rick,,0.354694865587973
1,3,13,NIC2,400,157,13-11-2024,Rick,,0.3200407695247802
1,3,14,NIC526,0,454,13-11-2024,Rick,,1.2938568714376186
1,3,14,NIC526,0,456,13-11-2024,Rick,,1.2995566814439519
1,3,14,NIC526,0,557,13-11-2024,Rick,,1.5873970867637743
1,3,14,NIC526,100,387,13-11-2024,Rick,,1.102913236225459
1,3,14,NIC526,100,458,13-11-2024,Rick,,1.3052564914502849
1,3,14,NIC526,100,426,13-11-2024,Rick,,1.214059531348955
1,3,14,NIC526,200,374,13-11-2024,Rick,,1.0658644711842937
1,3,14,NIC526,200,336,13-11-2024,Rick,,0.9575680810639645
1,3,14,NIC526,200,180,13-11-2024,Rick,,0.512982900569981
1,3,14,NIC526,300,127,13-11-2024,Rick,,0.36193793540215324
1,3,14,NIC526,300,270,13-11-2024,Rick,,0.7694743508549714
1,3,14,NIC526,300,299,13-11-2024,Rick,,0.8521215959468017
1,3,14,NIC526,400,241,13-11-2024,Rick,,0.6868271057631412
1,3,14,NIC526,400,262,13-11-2024,Rick,,0.746675110829639
1,3,14,NIC526,400,213,13-11-2024,Rick,,0.6070297656744775
1,3,15,QX1794,0,570,13-11-2024,Joost,,1.3712910986367282
1,3,15,QX1794,0,380,13-11-2024,Joost,,0.9141940657578187
1,3,15,QX1794,0,470,13-11-2024,Joost,,1.1307137129109863
1,3,15,QX1794,100,556,13-11-2024,Joost,,1.3376102646351242
1,3,15,QX1794,100,496,13-11-2024,Joost,,1.1932638331996792
1,3,15,QX1794,100,501,13-11-2024,Joost,,1.2052927024859663
1,3,15,QX1794,200,403,13-11-2024,Joost,,0.9695268644747393
1,3,15,QX1794,200,206,13-11-2024,Joost,,0.49558941459502803
1,3,15,QX1794,200,379,13-11-2024,Joost,,0.9117882919005613
1,3,15,QX1794,300,184,13-11-2024,Joost,,0.44266238973536487
1,3,15,QX1794,300,158,13-11-2024,Joost,,0.380112269446672
1,3,15,QX1794,300,185,13-11-2024,Joost,,0.44506816359262225
1,3,15,QX1794,400,226,13-11-2024,Joost,,0.5437048917401764
1,3,15,QX1794,400,188,13-11-2024,Joost,,0.45228548516439454
1,3,15,QX1794,400,160,13-11-2024,Joost,,0.38492381716118684
1,3,16,XZ1516,0,482,13-11-2024,Joost,,1.5141361256544503
1,3,16,XZ1516,0,540,13-11-2024,Joost,,1.6963350785340314
1,3,16,XZ1516,0,473,13-11-2024,Joost,,1.48586387434555
1,3,16,XZ1516,100,433,13-11-2024,Joost,,1.3602094240837697
1,3,16,XZ1516,100,467,13-11-2024,Joost,,1.4670157068062828
1,3,16,XZ1516,100,363,13-11-2024,Joost,,1.1403141361256546
1,3,16,XZ1516,200,231,13-11-2024,Joost,,0.7256544502617801
1,3,16,XZ1516,200,365,13-11-2024,Joost,,1.1465968586387436
1,3,16,XZ1516,200,346,13-11-2024,Joost,,1.086910994764398
1,3,16,XZ1516,300,37,13-11-2024,Joost,,0.1162303664921466
1,3,16,XZ1516,300,192,13-11-2024,Joost,,0.6031413612565445
1,3,16,XZ1516,300,119,13-11-2024,Joost,,0.3738219895287958
1,3,16,XZ1516,400,36,13-11-2024,Joost,,0.1130890052356021
1,3,16,XZ1516,400,2,13-11-2024,Joost,,0.0062827225130890054
1,3,16,XZ1516,400,2,13-11-2024,Joost,,0.0062827225130890054
2,4,1,CB4856,0,293,20210308,Marijke,,0.6919557195571956
2,4,1,CB4856,0,162,20210308,Marijke,,0.3825830258302583
2,4,1,CB4856,0,179,20210308,Marijke,,0.4227306273062731
2,4,1,CB4856,100,179,20210308,Marijke,,0.4227306273062731
2,4,1,CB4856,100,264,20210308,Marijke,,0.6234686346863468
2,4,1,CB4856,200,154,20210308,Marijke,,0.363690036900369
2,4,1,CB4856,300,63,20210308,Marijke,,0.14878228782287822
2,4,1,CB4856,300,92,20210308,Marijke,,0.21726937269372693
2,4,1,CB4856,300,88,20210308,Marijke,,0.2078228782287823
2,4,1,CB4856,400,91,20210308,Marijke,,0.21490774907749077
